blast_hit_id	hit_contig_orf	downstream_orf	strand	gap_bp
NZ_CP072696.1_63	NZ_CP072696.1_52275-62912:._10	NZ_CP072696.1_52275-62912:._11	1	10
NZ_CP176623.1_2787	NZ_CP176623.1_2893114-2903718:._9	NZ_CP176623.1_2893114-2903718:._8	-1	54
NZ_CP066339.1_792	NZ_CP066339.1_879676-890229:._5	NZ_CP066339.1_879676-890229:._6	1	8
NZ_CP009624.2_12	NZ_CP009624.2_2588-13141:._9	NZ_CP009624.2_2588-13141:._10	1	11
NZ_CP025443.1_15	NZ_CP025443.1_10240-20847:._9	NZ_CP025443.1_10240-20847:._10	1	2
NZ_CP025444.1_9	NZ_CP025444.1_5499-16052:._5	NZ_CP025444.1_5499-16052:._4	-1	4
NZ_CP025444.1_15	NZ_CP025444.1_5499-16052:._11	NZ_CP025444.1_5499-16052:._12	1	-10
NZ_CP123966.1_312	NZ_CP123966.1_308348-318814:._7	NZ_CP123966.1_308348-318814:._6	-1	0
NZ_CP123966.1_779	NZ_CP123966.1_777331-787983:._8	NZ_CP123966.1_777331-787983:._7	-1	38
NZ_JBRFVB010000003.1_152	NZ_JBRFVB010000003.1_170394-181019:._4	NZ_JBRFVB010000003.1_170394-181019:._3	-1	-3
NZ_CP097045.1_350	NZ_CP097045.1_364179-374795:._5	NZ_CP097045.1_364179-374795:._4	-1	0
NZ_CP180278.1_4	NZ_CP180278.1_1-8416:._4	NZ_CP180278.1_1-8416:._5	1	5
NZ_CP179940.1_26	NZ_CP179940.1_15262-25854:._9	NZ_CP179940.1_15262-25854:._10	1	40
NZ_CP158978.1_17	NZ_CP158978.1_6456-17039:._11	NZ_CP158978.1_6456-17039:._12	1	36
NZ_CP141832.1_3007	NZ_CP141832.1_3238582-3249294:._6	NZ_CP141832.1_3238582-3249294:._7	1	64
NZ_CP060862.1_20	NZ_CP060862.1_9626-20248:._7	NZ_CP060862.1_9626-20248:._6	-1	96
NZ_CP060862.1_49	NZ_CP060862.1_32494-43158:._5	NZ_CP060862.1_32494-43158:._4	-1	0
NZ_CP060863.1_49	NZ_CP060863.1_43228-53841:._6	NZ_CP060863.1_43228-53841:._7	1	-7
NZ_CP060863.1_202	NZ_CP060863.1_154038-164381:._7	NZ_CP060863.1_154038-164381:._8	1	10
NZ_CP083606.1_30	NZ_CP083606.1_22047-32600:._7	NZ_CP083606.1_22047-32600:._8	1	12
NZ_CP085178.1_7	NZ_CP085178.1_2126-12586:._6	NZ_CP085178.1_2126-12586:._7	1	36
NZ_CP085178.1_8	NZ_CP085178.1_2126-12586:._7	NZ_CP085178.1_2126-12586:._8	1	27
NZ_CP085179.1_8	NZ_CP085179.1_2568-12782:._6	NZ_CP085179.1_2568-12782:._5	-1	-19
NZ_CP137770.1_16	NZ_CP137770.1_5925-16517:._7	NZ_CP137770.1_5925-16517:._6	-1	-3
NZ_CP085027.1_13	NZ_CP085027.1_7690-18306:._8	NZ_CP085027.1_7690-18306:._9	1	-3
NZ_CP085027.1_2271	NZ_CP085027.1_2311348-2321967:._12	NZ_CP085027.1_2311348-2321967:._13	1	30
NZ_CP085028.1_13	NZ_CP085028.1_8090-18697:._3	NZ_CP085028.1_8090-18697:._4	1	24
NZ_CP096162.1_4	NZ_CP096162.1_1-8807:._5	NZ_CP096162.1_1-8807:._6	1	-46
NZ_CP113043.1_69	NZ_CP113043.1_47480-57772:._7	NZ_CP113043.1_47480-57772:._6	-1	-28
NZ_CP115814.1_31	NZ_CP115814.1_18903-29495:._9	NZ_CP115814.1_18903-29495:._10	1	40
NZ_CP175030.1_281	NZ_CP175030.1_291722-302344:._8	NZ_CP175030.1_291722-302344:._9	1	30
NZ_CP175030.1_2799	NZ_CP175030.1_2843516-2853838:._7	NZ_CP175030.1_2843516-2853838:._8	1	16
NZ_CP096887.1_2175	NZ_CP096887.1_2223728-2234377:._8	NZ_CP096887.1_2223728-2234377:._9	1	6
NZ_CP032467.1_18	NZ_CP032467.1_8202-18794:._9	NZ_CP032467.1_8202-18794:._8	-1	40
NZ_CP032467.1_58	NZ_CP032467.1_41078-51670:._9	NZ_CP032467.1_41078-51670:._8	-1	40
NZ_CP145263.1_2054	NZ_CP145263.1_2109428-2120026:._6	NZ_CP145263.1_2109428-2120026:._5	-1	69
NZ_CP151955.1_5193	NZ_CP151955.1_5603279-5613913:._5	NZ_CP151955.1_5603279-5613913:._4	-1	48
NZ_CP151955.1_6509	NZ_CP151955.1_7082226-7092857:._11	NZ_CP151955.1_7082226-7092857:._10	-1	27
NZ_AP028678.1_45	NZ_AP028678.1_36828-47477:._6	NZ_AP028678.1_36828-47477:._7	1	6
NZ_CP106835.1_10	NZ_CP106835.1_1-9937:._10	NZ_CP106835.1_1-9937:._11	1	75
NZ_CP177123.1_75	NZ_CP177123.1_71019-81572:._4	NZ_CP177123.1_71019-81572:._3	-1	4
NZ_LR135183.1_29	NZ_LR135183.1_17917-28518:._8	NZ_LR135183.1_17917-28518:._7	-1	16
NZ_LR698988.1_613	NZ_LR698988.1_618036-628685:._9	NZ_LR698988.1_618036-628685:._8	-1	6
NZ_CP184523.1_61	NZ_CP184523.1_56259-66866:._9	NZ_CP184523.1_56259-66866:._10	1	-3
NZ_CP184522.1_11	NZ_CP184522.1_10093-20646:._3	NZ_CP184522.1_10093-20646:._2	-1	4
NZ_CP017566.1_12	NZ_CP017566.1_4167-14753:._9	NZ_CP017566.1_4167-14753:._10	1	21
NZ_CP194221.1_21	NZ_CP194221.1_20781-31385:._2	NZ_CP194221.1_20781-31385:._3	1	66
NZ_CP194222.1_21	NZ_CP194222.1_10109-20713:._8	NZ_CP194222.1_10109-20713:._9	1	19
NZ_CP194223.1_21	NZ_CP194223.1_15818-26428:._3	NZ_CP194223.1_15818-26428:._4	1	92
NZ_JBTTHU010000002.1_28	NZ_JBTTHU010000002.1_13006-23628:._10	NZ_JBTTHU010000002.1_13006-23628:._11	1	23
NZ_CP175274.1_49	NZ_CP175274.1_34364-45007:._5	NZ_CP175274.1_34364-45007:._6	1	22
NZ_CP066784.1_4043	NZ_CP066784.1_4322133-4332695:._7	NZ_CP066784.1_4322133-4332695:._8	1	-3
NZ_CP099980.1_130	NZ_CP099980.1_122233-132654:._5	NZ_CP099980.1_122233-132654:._6	1	0
NZ_CP087470.1_1874	NZ_CP087470.1_1947396-1958012:._6	NZ_CP087470.1_1947396-1958012:._5	-1	0
NZ_CP031785.1_601	NZ_CP031785.1_607399-618048:._8	NZ_CP031785.1_607399-618048:._7	-1	6
NZ_CP174515.1_24	NZ_CP174515.1_16215-26864:._7	NZ_CP174515.1_16215-26864:._6	-1	6
NZ_CP175112.1_7	NZ_CP175112.1_1712-12355:._5	NZ_CP175112.1_1712-12355:._6	1	22
NZ_CP123761.1_17	NZ_CP123761.1_9271-19851:._9	NZ_CP123761.1_9271-19851:._10	1	87
NZ_CP013750.1_110	NZ_CP013750.1_119109-129455:._9	NZ_CP013750.1_119109-129455:._10	1	6
NZ_CP013752.1_44	NZ_CP013752.1_37441-48072:._7	NZ_CP013752.1_37441-48072:._6	-1	87
NZ_AP022953.1_277	NZ_AP022953.1_280304-290947:._7	NZ_AP022953.1_280304-290947:._6	-1	-7
NZ_CP112872.1_806	NZ_CP112872.1_878470-889023:._5	NZ_CP112872.1_878470-889023:._4	-1	33
NZ_CP081851.1_37	NZ_CP081851.1_29072-39721:._8	NZ_CP081851.1_29072-39721:._7	-1	54
NZ_JBRYRB010000002.1_2	NZ_JBRYRB010000002.1_1-5492:._2	NZ_JBRYRB010000002.1_1-5492:._3	1	4
NZ_JBRYRB010000002.1_30	NZ_JBRYRB010000002.1_22072-32679:._5	NZ_JBRYRB010000002.1_22072-32679:._4	-1	-10
NZ_CP068700.2_17	NZ_CP068700.2_9012-19610:._7	NZ_CP068700.2_9012-19610:._8	1	11
NZ_CP068702.1_14	NZ_CP068702.1_9057-19655:._3	NZ_CP068702.1_9057-19655:._2	-1	29
NZ_CP068702.1_15	NZ_CP068702.1_9057-19655:._4	NZ_CP068702.1_9057-19655:._3	-1	-10
NZ_CP068703.2_15	NZ_CP068703.2_11108-21697:._3	NZ_CP068703.2_11108-21697:._4	1	31
NZ_CP126925.2_14	NZ_CP126925.2_6074-16654:._9	NZ_CP126925.2_6074-16654:._10	1	4
NZ_LS483491.1_2063	NZ_LS483491.1_2076355-2086986:._8	NZ_LS483491.1_2076355-2086986:._9	1	61
NZ_CP092581.1_2484	NZ_CP092581.1_2635094-2645209:._9	NZ_CP092581.1_2635094-2645209:._8	-1	54
NZ_CP129662.1_37	NZ_CP129662.1_26536-37116:._8	NZ_CP129662.1_26536-37116:._9	1	12
NZ_CP053963.1_314	NZ_CP053963.1_261433-271974:._7	NZ_CP053963.1_261433-271974:._8	1	46
NZ_CP196613.1_19	NZ_CP196613.1_7088-17641:._8	NZ_CP196613.1_7088-17641:._9	1	4
NZ_CP196613.1_42	NZ_CP196613.1_30383-40990:._5	NZ_CP196613.1_30383-40990:._4	-1	-10
NZ_CP134836.1_21	NZ_CP134836.1_17098-27708:._5	NZ_CP134836.1_17098-27708:._6	1	6
NZ_CP184526.1_21	NZ_CP184526.1_9386-19939:._7	NZ_CP184526.1_9386-19939:._8	1	4
NZ_CP069401.1_5	NZ_CP069401.1_984-11540:._4	NZ_CP069401.1_984-11540:._3	-1	-10
NZ_CP069403.1_29	NZ_CP069403.1_33170-43735:._2	NZ_CP069403.1_33170-43735:._1	-1	-3
NZ_CP149865.1_14	NZ_CP149865.1_6836-17434:._8	NZ_CP149865.1_6836-17434:._9	1	61
NZ_CP172560.1_113	NZ_CP172560.1_90584-101188:._7	NZ_CP172560.1_90584-101188:._6	-1	48
NZ_OZ260790.1_19	NZ_OZ260790.1_9547-19830:._6	NZ_OZ260790.1_9547-19830:._5	-1	36
NZ_OZ260790.1_33	NZ_OZ260790.1_21506-31606:._7	NZ_OZ260790.1_21506-31606:._8	1	36
NZ_CP045744.1_8	NZ_CP045744.1_2118-12725:._5	NZ_CP045744.1_2118-12725:._4	-1	-10
NZ_CP045744.1_27	NZ_CP045744.1_15556-26109:._8	NZ_CP045744.1_15556-26109:._9	1	4
NZ_CP090410.1_23	NZ_CP090410.1_13660-24243:._8	NZ_CP090410.1_13660-24243:._7	-1	8
NC_013453.1_5	NC_013453.1_1-9136:._5	NC_013453.1_1-9136:._4	-1	13
NZ_CP097040.1_14	NZ_CP097040.1_7488-17615:._7	NZ_CP097040.1_7488-17615:._8	1	22
NC_023134.1_545	NC_023134.1_548613-558740:._7	NC_023134.1_548613-558740:._8	1	29
NZ_JBRSFN020000005.1_41	NZ_JBRSFN020000005.1_35026-45627:._7	NZ_JBRSFN020000005.1_35026-45627:._6	-1	73
NZ_CP113045.1_3	NZ_CP113045.1_1-7089:._3	NZ_CP113045.1_1-7089:._4	1	-28
NZ_CM136919.1_594	NZ_CM136919.1_601920-612380:._8	NZ_CM136919.1_601920-612380:._7	-1	99
NZ_CM136919.1_608	NZ_CM136919.1_618133-628782:._8	NZ_CM136919.1_618133-628782:._7	-1	6
NZ_CP065525.1_9	NZ_CP065525.1_2632-13254:._8	NZ_CP065525.1_2632-13254:._7	-1	10
NZ_CP065526.1_9	NZ_CP065526.1_4464-14807:._2	NZ_CP065526.1_4464-14807:._1	-1	38
NZ_CP065526.1_14	NZ_CP065526.1_4464-14807:._7	NZ_CP065526.1_4464-14807:._8	1	96
NZ_CP133007.1_12	NZ_CP133007.1_5379-15983:._8	NZ_CP133007.1_5379-15983:._9	1	91
NZ_CP133008.1_14	NZ_CP133008.1_5468-16123:._7	NZ_CP133008.1_5468-16123:._6	-1	14
NZ_CP136355.1_46	NZ_CP136355.1_43041-53684:._10	NZ_CP136355.1_43041-53684:._11	1	22
NZ_CP016092.1_2998	NZ_CP016092.1_3327274-3337872:._6	NZ_CP016092.1_3327274-3337872:._5	-1	89
NZ_CP194916.1_15	NZ_CP194916.1_8956-19251:._7	NZ_CP194916.1_8956-19251:._8	1	67
NZ_JBRFUY010000002.1_235	NZ_JBRFUY010000002.1_254028-264653:._4	NZ_JBRFUY010000002.1_254028-264653:._3	-1	-3
NZ_CP113252.1_18	NZ_CP113252.1_11800-22395:._2	NZ_CP113252.1_11800-22395:._1	-1	-27
NZ_CP113255.1_60	NZ_CP113255.1_58269-68900:._7	NZ_CP113255.1_58269-68900:._8	1	97
NZ_CP065536.1_21	NZ_CP065536.1_8732-19318:._11	NZ_CP065536.1_8732-19318:._10	-1	15
NZ_CP065536.1_75	NZ_CP065536.1_61230-71837:._9	NZ_CP065536.1_61230-71837:._10	1	79
NZ_JBSEFV010000002.1_33	NZ_JBSEFV010000002.1_28122-38444:._5	NZ_JBSEFV010000002.1_28122-38444:._6	1	67
NZ_CP036248.1_23	NZ_CP036248.1_6153-16757:._12	NZ_CP036248.1_6153-16757:._11	-1	16
NZ_CP168904.1_53	NZ_CP168904.1_46705-57312:._12	NZ_CP168904.1_46705-57312:._13	1	3
NZ_CP168905.1_3	NZ_CP168905.1_539-11092:._3	NZ_CP168905.1_539-11092:._2	-1	4
NC_005006.1_4	NC_005006.1_1443-11921:._3	NC_005006.1_1443-11921:._4	1	-25
NZ_CP175252.1_26	NZ_CP175252.1_20075-30664:._3	NZ_CP175252.1_20075-30664:._4	1	22
NZ_CP175253.1_26	NZ_CP175253.1_17466-28109:._1	NZ_CP175253.1_17466-28109:._2	1	98
NZ_CP175253.1_34	NZ_CP175253.1_17466-28109:._9	NZ_CP175253.1_17466-28109:._10	1	57
NZ_AP031219.1_54	NZ_AP031219.1_43048-53691:._5	NZ_AP031219.1_43048-53691:._6	1	22
NZ_CP015410.2_2557	NZ_CP015410.2_2671949-2682553:._8	NZ_CP015410.2_2671949-2682553:._7	-1	54
NZ_CP175761.1_2393	NZ_CP175761.1_2582565-2593157:._4	NZ_CP175761.1_2582565-2593157:._5	1	3
NZ_CP085240.1_31	NZ_CP085240.1_22052-32629:._11	NZ_CP085240.1_22052-32629:._12	1	65
NZ_CP045026.1_59	NZ_CP045026.1_56248-66798:._6	NZ_CP045026.1_56248-66798:._7	1	13
NZ_CP045026.1_86	NZ_CP045026.1_85060-95631:._5	NZ_CP045026.1_85060-95631:._4	-1	61
NZ_CP128142.1_71	NZ_CP128142.1_59619-70484:._8	NZ_CP128142.1_59619-70484:._7	-1	75
NZ_CP128142.1_316	NZ_CP128142.1_290207-300811:._7	NZ_CP128142.1_290207-300811:._6	-1	83
NZ_CP092578.1_5	NZ_CP092578.1_1376-11980:._5	NZ_CP092578.1_1376-11980:._6	1	31
NZ_CP092578.1_9	NZ_CP092578.1_1376-11980:._9	NZ_CP092578.1_1376-11980:._10	1	74
NZ_CP092578.1_77	NZ_CP092578.1_50147-60748:._9	NZ_CP092578.1_50147-60748:._10	1	16
NZ_CP092579.1_5	NZ_CP092579.1_2084-12754:._4	NZ_CP092579.1_2084-12754:._3	-1	-58
NZ_CP060279.1_37	NZ_CP060279.1_18982-29589:._10	NZ_CP060279.1_18982-29589:._9	-1	15
NZ_CP159610.1_12	NZ_CP159610.1_2734-13320:._9	NZ_CP159610.1_2734-13320:._10	1	95
NZ_OZ061889.1_30	NZ_OZ061889.1_12372-22940:._13	NZ_OZ061889.1_12372-22940:._14	1	-6
NZ_CP161814.1_8	NZ_CP161814.1_1-9717:._8	NZ_CP161814.1_1-9717:._9	1	6
NC_015979.1_14	NC_015979.1_6081-16664:._8	NC_015979.1_6081-16664:._9	1	8
NZ_CP140262.1_1521	NZ_CP140262.1_1484997-1495346:._6	NZ_CP140262.1_1484997-1495346:._7	1	-61
NZ_CP140263.1_14	NZ_CP140263.1_9220-19569:._4	NZ_CP140263.1_9220-19569:._3	-1	-61
NZ_CP035296.1_17	NZ_CP035296.1_7345-17895:._7	NZ_CP035296.1_7345-17895:._8	1	26
NZ_CP035296.1_18	NZ_CP035296.1_7345-17895:._8	NZ_CP035296.1_7345-17895:._9	1	64
NZ_CP106987.1_157	NZ_CP106987.1_161635-171936:._9	NZ_CP106987.1_161635-171936:._8	-1	85
NZ_CP036103.1_80	NZ_CP036103.1_65366-75940:._10	NZ_CP036103.1_65366-75940:._11	1	-3
NZ_CP036103.1_258	NZ_CP036103.1_264694-275559:._7	NZ_CP036103.1_264694-275559:._6	-1	-34
NZ_CP032758.1_45	NZ_CP032758.1_33476-44107:._5	NZ_CP032758.1_33476-44107:._6	1	87
NZ_CP104085.1_32	NZ_CP104085.1_23762-34345:._7	NZ_CP104085.1_23762-34345:._6	-1	100
NZ_CP104086.1_34	NZ_CP104086.1_24091-34701:._10	NZ_CP104086.1_24091-34701:._11	1	79
NZ_CP104087.1_31	NZ_CP104087.1_24250-34836:._4	NZ_CP104087.1_24250-34836:._5	1	-3
NZ_CP104087.1_32	NZ_CP104087.1_24250-34836:._5	NZ_CP104087.1_24250-34836:._6	1	30
NZ_CP087398.1_47	NZ_CP087398.1_33300-43928:._8	NZ_CP087398.1_33300-43928:._9	1	-7
NZ_CP091204.1_29	NZ_CP091204.1_23272-33888:._8	NZ_CP091204.1_23272-33888:._9	1	95
NZ_CP128832.1_1079	NZ_CP128832.1_1198965-1209536:._12	NZ_CP128832.1_1198965-1209536:._13	1	38
NZ_CP119717.1_1969	NZ_CP119717.1_2002313-2012929:._6	NZ_CP119717.1_2002313-2012929:._5	-1	0
NZ_CP118105.1_112	NZ_CP118105.1_104960-115525:._4	NZ_CP118105.1_104960-115525:._3	-1	72
NZ_CP035986.1_403	NZ_CP035986.1_436582-447240:._6	NZ_CP035986.1_436582-447240:._5	-1	11
NZ_CP188211.1_10	NZ_CP188211.1_1127-11734:._8	NZ_CP188211.1_1127-11734:._7	-1	14
NZ_CP188211.1_15	NZ_CP188211.1_1127-11734:._13	NZ_CP188211.1_1127-11734:._12	-1	0
NZ_CP188213.1_10	NZ_CP188213.1_4302-14879:._6	NZ_CP188213.1_4302-14879:._5	-1	-52
NZ_CP188213.1_15	NZ_CP188213.1_10032-20636:._5	NZ_CP188213.1_10032-20636:._4	-1	92
NZ_OZ061575.1_6	NZ_OZ061575.1_953-11536:._4	NZ_OZ061575.1_953-11536:._5	1	-19
NZ_OZ061577.1_22	NZ_OZ061577.1_13303-23919:._8	NZ_OZ061577.1_13303-23919:._9	1	7
NZ_CP121468.1_717	NZ_CP121468.1_775204-785787:._5	NZ_CP121468.1_775204-785787:._6	1	49
NZ_CP091886.1_1501	NZ_CP091886.1_1527510-1538126:._4	NZ_CP091886.1_1527510-1538126:._3	-1	0
NZ_CP197040.1_25	NZ_CP197040.1_13291-23901:._10	NZ_CP197040.1_13291-23901:._11	1	14
NZ_CP197037.1_7	NZ_CP197037.1_1-5391:._7	NZ_CP197037.1_1-5391:._8	1	-3
NZ_CP197042.1_7	NZ_CP197042.1_428-10879:._6	NZ_CP197042.1_428-10879:._7	1	17
NZ_CP025288.1_110	NZ_CP025288.1_107975-118540:._7	NZ_CP025288.1_107975-118540:._8	1	51
NZ_JBRFUP010000003.1_190	NZ_JBRFUP010000003.1_199178-209803:._7	NZ_JBRFUP010000003.1_199178-209803:._8	1	-3
NZ_CP031075.1_21	NZ_CP031075.1_13704-24311:._6	NZ_CP031075.1_13704-24311:._5	-1	9
NZ_CP170246.1_1800	NZ_CP170246.1_1921123-1931307:._11	NZ_CP170246.1_1921123-1931307:._10	-1	79
NZ_CP011357.1_109	NZ_CP011357.1_79601-90145:._6	NZ_CP011357.1_79601-90145:._5	-1	42
NZ_CP011358.1_27	NZ_CP011358.1_20900-31444:._7	NZ_CP011358.1_20900-31444:._8	1	43
NZ_CP117513.1_6	NZ_CP117513.1_1-10439:._6	NZ_CP117513.1_1-10439:._7	1	0
NZ_CP117513.1_74	NZ_CP117513.1_60739-71343:._7	NZ_CP117513.1_60739-71343:._6	-1	47
NZ_CP024772.1_91	NZ_CP024772.1_82361-93007:._5	NZ_CP024772.1_82361-93007:._6	1	17
NZ_CP102303.1_5	NZ_CP102303.1_1-7980:._5	NZ_CP102303.1_1-7980:._4	-1	34
NZ_CP102304.1_56	NZ_CP102304.1_48272-58858:._11	NZ_CP102304.1_48272-58858:._10	-1	71
NZ_CP129890.1_22	NZ_CP129890.1_13619-24268:._6	NZ_CP129890.1_13619-24268:._7	1	6
NZ_CP110232.1_1075	NZ_CP110232.1_1182433-1193028:._7	NZ_CP110232.1_1182433-1193028:._6	-1	-10
NZ_CP141586.1_598	NZ_CP141586.1_614607-625190:._6	NZ_CP141586.1_614607-625190:._7	1	87
NZ_CP045563.1_829	NZ_CP045563.1_788091-798575:._9	NZ_CP045563.1_788091-798575:._8	-1	64
NZ_OZ281635.1_19	NZ_OZ281635.1_9547-19830:._6	NZ_OZ281635.1_9547-19830:._5	-1	36
NZ_OZ281635.1_33	NZ_OZ281635.1_21506-31606:._7	NZ_OZ281635.1_21506-31606:._8	1	36
NZ_CP042290.1_25	NZ_CP042290.1_15862-26499:._7	NZ_CP042290.1_15862-26499:._6	-1	71
NZ_CP042290.1_65	NZ_CP042290.1_56475-67085:._6	NZ_CP042290.1_56475-67085:._7	1	33
NZ_CP042292.1_4	NZ_CP042292.1_1-8747:._4	NZ_CP042292.1_1-8747:._3	-1	63
NZ_CP042292.1_25	NZ_CP042292.1_20290-30894:._4	NZ_CP042292.1_20290-30894:._3	-1	17
NZ_CM129594.1_1309	NZ_CM129594.1_1205236-1215918:._6	NZ_CM129594.1_1205236-1215918:._5	-1	91
NZ_JBRFUO010000004.1_137	NZ_JBRFUO010000004.1_129477-140102:._4	NZ_JBRFUO010000004.1_129477-140102:._3	-1	-3
NZ_CP054831.1_260	NZ_CP054831.1_266687-277237:._9	NZ_CP054831.1_266687-277237:._10	1	64
NZ_CP066727.1_13	NZ_CP066727.1_5148-14596:._8	NZ_CP066727.1_5148-14596:._7	-1	64
NZ_CP136675.1_10	NZ_CP136675.1_5159-15745:._4	NZ_CP136675.1_5159-15745:._5	1	10
NZ_CP136675.1_32	NZ_CP136675.1_25955-36586:._5	NZ_CP136675.1_25955-36586:._6	1	87
NZ_CP149861.1_40	NZ_CP149861.1_33543-44093:._11	NZ_CP149861.1_33543-44093:._12	1	64
NZ_CP049093.1_23	NZ_CP049093.1_15051-25658:._6	NZ_CP049093.1_15051-25658:._5	-1	82
NZ_CP194530.1_1941	NZ_CP194530.1_1896665-1906957:._9	NZ_CP194530.1_1896665-1906957:._10	1	4
NZ_CP027514.1_42	NZ_CP027514.1_37252-47862:._8	NZ_CP027514.1_37252-47862:._9	1	15
NZ_CP136662.1_180	NZ_CP136662.1_206867-217411:._5	NZ_CP136662.1_206867-217411:._4	-1	43
NZ_CP136662.1_206	NZ_CP136662.1_234188-244822:._6	NZ_CP136662.1_234188-244822:._7	1	39
NZ_CP012594.1_29	NZ_CP012594.1_24316-34920:._5	NZ_CP012594.1_24316-34920:._4	-1	11
NZ_CP042158.1_16	NZ_CP042158.1_7396-17949:._7	NZ_CP042158.1_7396-17949:._6	-1	13
NC_003383.1_61	NC_003383.1_55072-65670:._7	NC_003383.1_55072-65670:._8	1	-46
NZ_CP121515.1_7	NZ_CP121515.1_1-10133:._7	NZ_CP121515.1_1-10133:._8	1	14
NC_010080.1_2082	NC_010080.1_1975021-1985628:._8	NC_010080.1_1975021-1985628:._7	-1	19
NZ_CP102298.1_19	NZ_CP102298.1_12438-23171:._5	NZ_CP102298.1_12438-23171:._6	1	21
NZ_CP112863.1_56	NZ_CP112863.1_47396-58012:._12	NZ_CP112863.1_47396-58012:._13	1	33
NZ_CP014926.1_34	NZ_CP014926.1_25141-35763:._5	NZ_CP014926.1_25141-35763:._4	-1	-28
NZ_CP014926.1_35	NZ_CP014926.1_25141-35763:._6	NZ_CP014926.1_25141-35763:._5	-1	0
NZ_CP014928.1_4	NZ_CP014928.1_3514-14097:._2	NZ_CP014928.1_3514-14097:._3	1	23
NZ_CP014928.1_8	NZ_CP014928.1_3514-14097:._6	NZ_CP014928.1_3514-14097:._5	-1	41
NZ_CP014929.1_4	NZ_CP014929.1_1-9415:._4	NZ_CP014929.1_1-9415:._3	-1	3
NZ_CP014932.1_23	NZ_CP014932.1_21456-32042:._4	NZ_CP014932.1_21456-32042:._5	1	-10
NZ_CP012911.1_1255	NZ_CP012911.1_1298160-1309436:._5	NZ_CP012911.1_1298160-1309436:._4	-1	87
NZ_CP114763.1_903	NZ_CP114763.1_994173-1004744:._12	NZ_CP114763.1_994173-1004744:._13	1	38
NZ_CP020355.1_44	NZ_CP020355.1_29592-39689:._11	NZ_CP020355.1_29592-39689:._12	1	73
NZ_CP048628.1_15	NZ_CP048628.1_1193-11833:._12	NZ_CP048628.1_1193-11833:._11	-1	2
NZ_CP151095.1_12	NZ_CP151095.1_5197-14564:._7	NZ_CP151095.1_5197-14564:._6	-1	87
NZ_CP109940.1_683	NZ_CP109940.1_714561-725837:._9	NZ_CP109940.1_714561-725837:._10	1	87
NZ_CP060175.1_4	NZ_CP060175.1_1-6873:._4	NZ_CP060175.1_1-6873:._3	-1	-3
NZ_CP060175.1_20	NZ_CP060175.1_6534-17117:._10	NZ_CP060175.1_6534-17117:._11	1	54
NZ_CP060176.1_15	NZ_CP060176.1_11245-21825:._2	NZ_CP060176.1_11245-21825:._1	-1	2
NZ_CP060176.1_20	NZ_CP060176.1_11245-21825:._7	NZ_CP060176.1_11245-21825:._6	-1	20
NZ_CP060179.1_4	NZ_CP060179.1_1-7203:._4	NZ_CP060179.1_1-7203:._5	1	-3
NZ_CP168822.1_46	NZ_CP168822.1_35762-46315:._4	NZ_CP168822.1_35762-46315:._3	-1	4
NZ_CP168822.1_65	NZ_CP168822.1_49146-59753:._7	NZ_CP168822.1_49146-59753:._8	1	-10
NZ_CM144227.1_1033	NZ_CM144227.1_1017492-1028138:._7	NZ_CM144227.1_1017492-1028138:._6	-1	66
NZ_AP018394.1_7	NZ_AP018394.1_1-10369:._7	NZ_AP018394.1_1-10369:._6	-1	6
NZ_JBUBLV010000002.1_7	NZ_JBUBLV010000002.1_912-11561:._7	NZ_JBUBLV010000002.1_912-11561:._6	-1	6
NZ_CP076653.1_720	NZ_CP076653.1_647253-657836:._8	NZ_CP076653.1_647253-657836:._7	-1	62
NZ_CP020773.1_1236	NZ_CP020773.1_1338269-1348363:._6	NZ_CP020773.1_1338269-1348363:._7	1	-40
NZ_CP093937.1_44	NZ_CP093937.1_23889-34496:._10	NZ_CP093937.1_23889-34496:._9	-1	15
NZ_CP102312.1_38	NZ_CP102312.1_22398-33131:._12	NZ_CP102312.1_22398-33131:._11	-1	21
NZ_CP129656.1_30	NZ_CP129656.1_18707-29260:._7	NZ_CP129656.1_18707-29260:._8	1	42
NZ_CP129657.1_7	NZ_CP129657.1_1-10481:._7	NZ_CP129657.1_1-10481:._6	-1	-13
NZ_CP129657.1_38	NZ_CP129657.1_26911-37542:._5	NZ_CP129657.1_26911-37542:._6	1	87
NZ_CP097028.1_130	NZ_CP097028.1_113898-124514:._4	NZ_CP097028.1_113898-124514:._3	-1	0
NZ_CP014164.1_137	NZ_CP014164.1_123215-133834:._8	NZ_CP014164.1_123215-133834:._9	1	25
NZ_CP014164.1_142	NZ_CP014164.1_130813-141387:._5	NZ_CP014164.1_130813-141387:._6	1	-19
NZ_CP031603.1_329	NZ_CP031603.1_326731-337347:._6	NZ_CP031603.1_326731-337347:._5	-1	0
NZ_CP176157.1_229	NZ_CP176157.1_213221-223804:._5	NZ_CP176157.1_213221-223804:._6	1	49
NZ_CP066718.1_2091	NZ_CP066718.1_2074690-2085306:._6	NZ_CP066718.1_2074690-2085306:._5	-1	0
NZ_CP110864.1_37	NZ_CP110864.1_30450-41081:._6	NZ_CP110864.1_30450-41081:._5	-1	87
NZ_CP036376.1_614	NZ_CP036376.1_642940-653541:._10	NZ_CP036376.1_642940-653541:._11	1	16
