downstream_orf	blast_hit_id	contig	orf_start	orf_stop	strand	nearest_defense_gene	nearest_defense_type	nearest_distance_bp	defense_genes_in_window	proximity_score	density_score	defense_score	interpro_domains
NZ_CP046395.1_434888-445537:._5	NZ_CP046395.1_434	NZ_CP046395.1_434888-445537	5656	5940	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP041214.1_687-11240:._9	NZ_CP041214.1_10	NZ_CP041214.1_687-11240	5558	8473	1	NZ_CP041214.1_687-11240:._5	MazEF	3525	0	0.1716	0.0	0.103	IPR002513;IPR025296
NZ_CP041214.1_44802-55409:._4	NZ_CP041214.1_54	NZ_CP041214.1_44802-55409	4783	5010	-1	NZ_CP041214.1_44802-55409:._3	RosmerTA	361	2	0.8349	0.2	0.5809	
NZ_CP050545.1_16901-27517:._5	NZ_CP050545.1_22	NZ_CP050545.1_16901-27517	2754	3032	-1	NZ_CP050545.1_16901-27517:._1	Anti_CRISPR	1585	1	0.4527	0.1	0.3116	
NZ_CP086398.1_3318-13907:._5	NZ_CP086398.1_7	NZ_CP086398.1_3318-13907	5687	6373	1	NZ_CP086398.1_3318-13907:._3	PrrC	1102	5	0.5764	0.5	0.5458	IPR032874
NZ_CP012278.1_17345-27925:._8	NZ_CP012278.1_23	NZ_CP012278.1_17345-27925	5490	5945	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP012282.1_25754-35842:._6	NZ_CP012282.1_46	NZ_CP012282.1_25754-35842	5131	5439	1	none	none	0	0	0.0	0.0	0.0	IPR025161
NZ_CP025223.1_3571192-3581811:._7	NZ_CP025223.1_3359	NZ_CP025223.1_3571192-3581811	5645	6553	1	NZ_CP025223.1_3571192-3581811:._13	Retron	3465	1	0.1768	0.1	0.1461	IPR025332
NZ_CP013150.1_8662-19278:._3	NZ_CP013150.1_13	NZ_CP013150.1_8662-19278	1199	1528	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP013150.1_8662-19278:._6	NZ_CP013150.1_16	NZ_CP013150.1_8662-19278	4713	5075	-1	none	none	0	0	0.0	0.0	0.0	IPR010712
NZ_CP013151.1_6531-17114:._9	NZ_CP013151.1_16	NZ_CP013151.1_6531-17114	9287	9718	-1	none	none	0	0	0.0	0.0	0.0	IPR002559
NZ_CP013151.1_23236-33819:._10	NZ_CP013151.1_32	NZ_CP013151.1_23236-33819	7212	8507	1	none	none	0	0	0.0	0.0	0.0	IPR000802
NZ_CP013152.2_13192-23325:._5	NZ_CP013152.2_20	NZ_CP013152.2_13192-23325	3801	3977	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP013152.2_13192-23325:._11	NZ_CP013152.2_26	NZ_CP013152.2_13192-23325	9083	9331	-1	none	none	0	0	0.0	0.0	0.0	IPR007341
NZ_CP013155.2_20970-31523:._2	NZ_CP013155.2_26	NZ_CP013155.2_20970-31523	585	1391	-1	none	none	0	0	0.0	0.0	0.0	IPR003805
NZ_CP013155.2_20970-31523:._9	NZ_CP013155.2_32	NZ_CP013155.2_20970-31523	8486	9538	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP013156.2_12692-23179:._6	NZ_CP013156.2_20	NZ_CP013156.2_12692-23179	5538	5750	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP101136.1_135571-146196:._8	NZ_CP101136.1_151	NZ_CP101136.1_135571-146196	5623	8676	1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP065712.1_264920-275551:._8	NZ_CP065712.1_255	NZ_CP065712.1_264920-275551	4622	4939	-1	none	none	0	0	0.0	0.0	0.0	IPR001845;IPR011991
NZ_CP035557.1_1-8864:._10	NZ_CP035557.1_11	NZ_CP035557.1_1-8864	3526	4263	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP035560.1_3816-14438:._4	NZ_CP035560.1_11	NZ_CP035560.1_3816-14438	4019	5392	-1	none	none	0	0	0.0	0.0	0.0	IPR011701
NZ_CP035560.1_3816-14438:._9	NZ_CP035560.1_16	NZ_CP035560.1_3816-14438	8784	9134	-1	none	none	0	0	0.0	0.0	0.0	IPR035528
NZ_CP035561.1_6770-17323:._4	NZ_CP035561.1_11	NZ_CP035561.1_6770-17323	2402	2641	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP183362.1_191-10747:._3	NZ_CP183362.1_3	NZ_CP183362.1_191-10747	1570	2097	1	NZ_CP183362.1_191-10747:._11	Retron	7091	0	0.0289	0.0	0.0173	
NZ_CP183362.1_191-10747:._9	NZ_CP183362.1_9	NZ_CP183362.1_191-10747	7050	7484	1	NZ_CP183362.1_191-10747:._11	Retron	1704	1	0.4266	0.1	0.2959	IPR025589
NZ_CP183363.1_21823-32376:._3	NZ_CP183363.1_26	NZ_CP183363.1_21823-32376	634	813	1	none	none	0	0	0.0	0.0	0.0	
NZ_AP022904.1_122733-133376:._6	NZ_AP022904.1_118	NZ_AP022904.1_122733-133376	4753	5007	-1	NZ_AP022904.1_122733-133376:._1	Thoeris	3823	3	0.1479	0.3	0.2087	IPR018690
NZ_CP051193.1_7390-18021:._5	NZ_CP051193.1_13	NZ_CP051193.1_7390-18021	4011	4913	-1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_CP185966.1_938-11563:._3	NZ_CP185966.1_5	NZ_CP185966.1_938-11563	1950	5003	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP040877.1_138995-149416:._6	NZ_CP040877.1_163	NZ_CP040877.1_138995-149416	4644	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR034144
NZ_CP006630.1_2681479-2692080:._8	NZ_CP006630.1_2531	NZ_CP006630.1_2681479-2692080	4292	4984	-1	NZ_CP006630.1_2681479-2692080:._15	Lamassu-Fam	3643	7	0.1618	0.7	0.3771	IPR006171;IPR013497;IPR034144
NZ_CP187293.1_96300-106868:._9	NZ_CP187293.1_120	NZ_CP187293.1_96300-106868	4780	4983	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP116437.1_41943-52676:._5	NZ_CP116437.1_55	NZ_CP116437.1_41943-52676	5755	5862	1	NZ_CP116437.1_41943-52676:._3	6A_MBL	1296	2	0.5231	0.2	0.3939	
NZ_JBTAMT010000002.1_49578-59942:._9	NZ_JBTAMT010000002.1_71	NZ_JBTAMT010000002.1_49578-59942	4693	5019	-1	NZ_JBTAMT010000002.1_49578-59942:._14	RosmerTA	1972	1	0.3731	0.1	0.2638	
NZ_JBTAMT010000002.1_49578-59942:._10	NZ_JBTAMT010000002.1_72	NZ_JBTAMT010000002.1_49578-59942	5000	5365	-1	NZ_JBTAMT010000002.1_49578-59942:._14	RosmerTA	1626	1	0.4435	0.1	0.3061	IPR006119;IPR006120
NZ_JBTAMT010000002.1_85198-95751:._10	NZ_JBTAMT010000002.1_113	NZ_JBTAMT010000002.1_85198-95751	5558	8473	1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP176041.1_1473-12038:._7	NZ_CP176041.1_6	NZ_CP176041.1_1473-12038	5629	6936	1	NZ_CP176041.1_1473-12038:._3	AbiR	1636	2	0.4413	0.2	0.3448	IPR007421;IPR025831
NZ_OZ277399.1_1159423-1170072:._8	NZ_OZ277399.1_1147	NZ_OZ277399.1_1159423-1170072	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP087461.1_1981443-1992059:._5	NZ_CP087461.1_1932	NZ_CP087461.1_1981443-1992059	4716	5000	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP011102.1_1054840-1065420:._5	NZ_CP011102.1_997	NZ_CP011102.1_1054840-1065420	4062	4925	-1	NZ_CP011102.1_1054840-1065420:._9	RosmerTA	4181	1	0.1236	0.1	0.1142	
NZ_CP076443.1_982820-993448:._3	NZ_CP076443.1_983	NZ_CP076443.1_982820-993448	3260	4909	-1	NZ_CP076443.1_982820-993448:._3	RM	0	2	1.0	0.2	0.68	IPR002941
NZ_CP077271.1_18230-28831:._8	NZ_CP077271.1_20	NZ_CP077271.1_18230-28831	5696	5803	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP074379.1_2660158-2670807:._9	NZ_CP074379.1_2534	NZ_CP074379.1_2660158-2670807	5656	5940	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP020029.1_552305-562654:._10	NZ_CP020029.1_631	NZ_CP020029.1_552305-562654	5289	5579	1	none	none	0	0	0.0	0.0	0.0	IPR006119;IPR006120
NZ_CP129222.1_18914-29461:._4	NZ_CP129222.1_22	NZ_CP129222.1_18914-29461	5723	6265	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP129222.1_208030-218373:._7	NZ_CP129222.1_243	NZ_CP129222.1_208030-218373	5354	5614	1	NZ_CP129222.1_208030-218373:._9	RosmerTA	1530	2	0.4653	0.2	0.3592	IPR006120
NZ_CP093960.1_3635-13807:._10	NZ_CP093960.1_13	NZ_CP093960.1_3635-13807	7501	8871	1	NZ_CP093960.1_3635-13807:._1	RosmerTA	6662	0	0.0358	0.0	0.0215	IPR003594;IPR003661
NZ_CP093963.1_3769-14229:._8	NZ_CP093963.1_12	NZ_CP093963.1_3769-14229	5000	5461	1	none	none	0	0	0.0	0.0	0.0	IPR006119
NZ_CP093963.1_41595-51767:._9	NZ_CP093963.1_59	NZ_CP093963.1_41595-51767	7763	8602	-1	NZ_CP093963.1_41595-51767:._3	AbiQ	6200	0	0.045	0.0	0.027	IPR001584;IPR025948
NZ_CP090994.1_20916-31463:._12	NZ_CP090994.1_37	NZ_CP090994.1_20916-31463	5623	5868	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP180558.1_432823-443472:._5	NZ_CP180558.1_439	NZ_CP180558.1_432823-443472	5656	5940	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP012148.1_618036-628685:._8	NZ_CP012148.1_613	NZ_CP012148.1_618036-628685	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP032660.1_25372-35982:._3	NZ_CP032660.1_30	NZ_CP032660.1_25372-35982	2864	4900	-1	none	none	0	0	0.0	0.0	0.0	IPR003855
NZ_CP032660.1_43515-54146:._6	NZ_CP032660.1_50	NZ_CP032660.1_43515-54146	5719	6621	1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_CP025420.1_1154300-1164916:._7	NZ_CP025420.1_1169	NZ_CP025420.1_1154300-1164916	5617	7761	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_CP163547.1_17731-28284:._4	NZ_CP163547.1_22	NZ_CP163547.1_17731-28284	1592	1927	-1	none	none	0	0	0.0	0.0	0.0	IPR031607
NZ_CP025222.1_349810-360426:._5	NZ_CP025222.1_335	NZ_CP025222.1_349810-360426	5649	5792	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP191191.1_694783-705384:._10	NZ_CP191191.1_666	NZ_CP191191.1_694783-705384	5618	6310	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR034144
NZ_CP148625.1_54697-65430:._11	NZ_CP148625.1_70	NZ_CP148625.1_54697-65430	4872	4979	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP148627.1_25501-36060:._13	NZ_CP148627.1_42	NZ_CP148627.1_25501-36060	5610	6356	1	none	none	0	0	0.0	0.0	0.0	IPR018925
NZ_CM132920.1_51276-61931:._10	NZ_CM132920.1_65	NZ_CM132920.1_51276-61931	8535	8759	1	none	none	0	0	0.0	0.0	0.0	IPR023210
NZ_CP175222.1_14927-25543:._8	NZ_CP175222.1_28	NZ_CP175222.1_14927-25543	5617	5709	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP064490.1_15264-25871:._7	NZ_CP064490.1_23	NZ_CP064490.1_15264-25871	6204	6617	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP064490.1_15264-25871:._9	NZ_CP064490.1_25	NZ_CP064490.1_15264-25871	7481	8743	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP173417.1_7244-17824:._15	NZ_CP173417.1_19	NZ_CP173417.1_7244-17824	8811	8966	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP032501.2_43845-54443:._10	NZ_CP032501.2_52	NZ_CP032501.2_43845-54443	5580	7736	1	none	none	0	0	0.0	0.0	0.0	IPR000788;IPR013509;IPR013554
NZ_CP191199.1_654440-665041:._10	NZ_CP191199.1_624	NZ_CP191199.1_654440-665041	5618	6310	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR034144
NZ_CP121258.1_29400-40010:._8	NZ_CP121258.1_42	NZ_CP121258.1_29400-40010	5605	6486	1	none	none	0	0	0.0	0.0	0.0	IPR000281;IPR001347;IPR035472
NZ_CP025439.1_33195-43748:._3	NZ_CP025439.1_44	NZ_CP025439.1_33195-43748	2081	4996	-1	NZ_CP025439.1_33195-43748:._7	MazEF	3525	0	0.1716	0.0	0.103	IPR002513;IPR025296
NZ_CP025439.1_47808-58415:._7	NZ_CP025439.1_64	NZ_CP025439.1_47808-58415	5598	5825	1	NZ_CP025439.1_47808-58415:._8	RosmerTA	361	2	0.8349	0.2	0.5809	
NZ_CP175404.1_28241-38884:._11	NZ_CP175404.1_40	NZ_CP175404.1_28241-38884	5666	5872	1	none	none	0	0	0.0	0.0	0.0	
NC_013200.1_51536-62185:._7	NC_013200.1_64	NC_013200.1_51536-62185	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_AP027228.1_17249-27853:._6	NZ_AP027228.1_26	NZ_AP027228.1_17249-27853	5827	7047	1	none	none	0	0	0.0	0.0	0.0	IPR006047
NZ_CP116932.1_434888-445537:._5	NZ_CP116932.1_433	NZ_CP116932.1_434888-445537	5656	5940	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_JBQVMG010000002.1_37663-48231:._9	NZ_JBQVMG010000002.1_45	NZ_JBQVMG010000002.1_37663-48231	5426	5779	1	none	none	0	0	0.0	0.0	0.0	IPR031607
NZ_CP072057.1_3061044-3071501:._7	NZ_CP072057.1_3059	NZ_CP072057.1_3061044-3071501	4887	5015	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP087960.1_5531-14946:._5	NZ_CP087960.1_10	NZ_CP087960.1_5531-14946	3064	3501	1	NZ_CP087960.1_5531-14946:._3	PD-T4-9	353	1	0.8382	0.1	0.5429	
NZ_CP087960.1_5531-14946:._9	NZ_CP087960.1_14	NZ_CP087960.1_5531-14946	4993	5340	1	NZ_CP087960.1_5531-14946:._3	PD-T4-9	2282	1	0.3195	0.1	0.2317	IPR003477
NZ_CP087962.1_2655-13256:._9	NZ_CP087962.1_10	NZ_CP087962.1_2655-13256	5525	5686	1	NZ_CP087962.1_2655-13256:._14	Menshen	2665	1	0.2638	0.1	0.1983	
NZ_CP169688.1_350410-361026:._5	NZ_CP169688.1_333	NZ_CP169688.1_350410-361026	5649	5792	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP101539.1_16215-26864:._6	NZ_CP101539.1_24	NZ_CP101539.1_16215-26864	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP044317.1_31614-41957:._7	NZ_CP044317.1_46	NZ_CP044317.1_31614-41957	4730	4990	-1	NZ_CP044317.1_31614-41957:._5	RosmerTA	1530	2	0.4653	0.2	0.3592	IPR006120
NZ_CP048624.1_33349-43998:._7	NZ_CP048624.1_40	NZ_CP048624.1_33349-43998	5656	5940	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP048625.1_24311-34960:._7	NZ_CP048625.1_33	NZ_CP048625.1_24311-34960	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP136122.1_27077-37726:._7	NZ_CP136122.1_38	NZ_CP136122.1_27077-37726	5656	5940	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP136123.1_35187-45836:._9	NZ_CP136123.1_56	NZ_CP136123.1_35187-45836	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP136124.1_1-9810:._8	NZ_CP136124.1_9	NZ_CP136124.1_1-9810	3870	4154	-1	NZ_CP136124.1_1-9810:._14	Anti_CRISPR	4027	1	0.1335	0.1	0.1201	IPR001357
NZ_CP126541.1_1-8854:._2	NZ_CP126541.1_3	NZ_CP126541.1_1-8854	3040	3288	-1	none	none	0	0	0.0	0.0	0.0	IPR001387
NZ_CP182820.1_65763-76316:._3	NZ_CP182820.1_71	NZ_CP182820.1_65763-76316	2081	4996	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP038020.1_96810-107393:._7	NZ_CP038020.1_116	NZ_CP038020.1_96810-107393	4116	4913	-1	none	none	0	0	0.0	0.0	0.0	IPR025669
NZ_CP038020.1_876530-887113:._8	NZ_CP038020.1_956	NZ_CP038020.1_876530-887113	5677	5841	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP047831.1_584-11146:._6	NZ_CP047831.1_8	NZ_CP047831.1_584-11146	4567	4998	-1	NZ_CP047831.1_584-11146:._8	PrrC	853	4	0.6528	0.4	0.5517	
NZ_CP116506.1_10822-21384:._7	NZ_CP116506.1_16	NZ_CP116506.1_10822-21384	5644	6330	1	NZ_CP116506.1_10822-21384:._5	PrrC	763	2	0.6828	0.2	0.4897	IPR032874
NZ_CP128160.1_86726-97591:._3	NZ_CP128160.1_112	NZ_CP128160.1_86726-97591	3785	4003	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP074420.1_16347-26621:._6	NZ_CP074420.1_30	NZ_CP074420.1_16347-26621	4578	4949	-1	none	none	0	0	0.0	0.0	0.0	IPR025161
NZ_CP074423.1_25623-36176:._6	NZ_CP074423.1_46	NZ_CP074423.1_25623-36176	7367	8671	-1	none	none	0	0	0.0	0.0	0.0	IPR018484;IPR018485
NZ_DBJOSD010000002.1_48159-58766:._5	NZ_DBJOSD010000002.1_59	NZ_DBJOSD010000002.1_48159-58766	4783	5010	-1	NZ_DBJOSD010000002.1_48159-58766:._4	RosmerTA	361	2	0.8349	0.2	0.5809	
NZ_DBJOSD010000002.1_48159-58766:._13	NZ_DBJOSD010000002.1_65	NZ_DBJOSD010000002.1_48159-58766	10353	10607	1	NZ_DBJOSD010000002.1_48159-58766:._4	RosmerTA	5931	0	0.0515	0.0	0.0309	IPR025296
NZ_CP188232.1_994165-1004736:._13	NZ_CP188232.1_903	NZ_CP188232.1_994165-1004736	5610	6251	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP188234.1_19214-29785:._13	NZ_CP188234.1_42	NZ_CP188234.1_19214-29785	5610	6251	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP188234.1_58681-69252:._13	NZ_CP188234.1_98	NZ_CP188234.1_58681-69252	5610	6251	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP183391.1_2313598-2324190:._4	NZ_CP183391.1_2246	NZ_CP183391.1_2313598-2324190	4097	4960	-1	NZ_CP183391.1_2313598-2324190:._6	Gabija	832	4	0.6597	0.4	0.5558	IPR025669
NZ_CP183391.1_2386742-2397100:._4	NZ_CP183391.1_2322	NZ_CP183391.1_2386742-2397100	4088	4951	-1	none	none	0	0	0.0	0.0	0.0	IPR003439
NZ_CP016073.1_1928734-1939350:._6	NZ_CP016073.1_1930	NZ_CP016073.1_1928734-1939350	2874	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_LR134097.1_1-7574:._6	NZ_LR134097.1_5	NZ_LR134097.1_1-7574	2604	2807	1	none	none	0	0	0.0	0.0	0.0	
NZ_AP044781.1_545464-556071:._8	NZ_AP044781.1_477	NZ_AP044781.1_545464-556071	5681	6364	1	NZ_AP044781.1_545464-556071:._8	RM	0	1	1.0	0.1	0.64	IPR002941
NZ_CP007122.1_50865-61514:._8	NZ_CP007122.1_63	NZ_CP007122.1_50865-61514	7219	7389	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP029972.1_1-7109:._4	NZ_CP029972.1_3	NZ_CP029972.1_1-7109	2201	2695	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP128463.1_16668-27284:._4	NZ_CP128463.1_27	NZ_CP128463.1_16668-27284	4044	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR034144
NZ_CP141597.1_25985-36568:._6	NZ_CP141597.1_34	NZ_CP141597.1_25985-36568	4073	4729	-1	none	none	0	0	0.0	0.0	0.0	IPR001207
NZ_CP141597.1_41299-51930:._6	NZ_CP141597.1_54	NZ_CP141597.1_41299-51930	4011	4913	-1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_CP141598.1_973-11526:._8	NZ_CP141598.1_7	NZ_CP141598.1_973-11526	9507	9827	1	NZ_CP141598.1_973-11526:._3	RloC	3626	1	0.1632	0.1	0.1379	
NZ_CP129888.1_106484-116905:._4	NZ_CP129888.1_122	NZ_CP129888.1_106484-116905	2856	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_CP133263.1_1174742-1185004:._7	NZ_CP133263.1_1181	NZ_CP133263.1_1174742-1185004	5317	5553	1	none	none	0	0	0.0	0.0	0.0	IPR006119;IPR006120
NZ_CP175544.1_36893-47629:._8	NZ_CP175544.1_50	NZ_CP175544.1_36893-47629	5818	6288	1	NZ_CP175544.1_36893-47629:._6	Septu	993	2	0.6087	0.2	0.4452	
NZ_CP185998.1_39805-50595:._10	NZ_CP185998.1_50	NZ_CP185998.1_39805-50595	5813	6019	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP065190.1_1224461-1235116:._2	NZ_CP065190.1_1148	NZ_CP065190.1_1224461-1235116	3978	4931	-1	none	none	0	0	0.0	0.0	0.0	IPR025246
NZ_CP065998.1_1284240-1294856:._5	NZ_CP065998.1_1330	NZ_CP065998.1_1284240-1294856	4716	5000	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP191192.1_647660-658261:._10	NZ_CP191192.1_614	NZ_CP191192.1_647660-658261	5618	6310	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR034144
NZ_CP045033.1_2257546-2267895:._7	NZ_CP045033.1_2319	NZ_CP045033.1_2257546-2267895	4756	5061	-1	none	none	0	0	0.0	0.0	0.0	IPR006119;IPR006120
NZ_CP189794.1_126932-137593:._5	NZ_CP189794.1_131	NZ_CP189794.1_126932-137593	5671	6636	1	none	none	0	0	0.0	0.0	0.0	IPR004107
NZ_CP011391.1_538509-549116:._5	NZ_CP011391.1_529	NZ_CP011391.1_538509-549116	4210	4971	-1	NZ_CP011391.1_538509-549116:._11	Anti_RM	3074	1	0.215	0.1	0.169	IPR025668
NZ_CP011391.1_726075-736640:._9	NZ_CP011391.1_710	NZ_CP011391.1_726075-736640	5652	6800	1	none	none	0	0	0.0	0.0	0.0	IPR006119
NZ_CP175398.1_28241-38884:._10	NZ_CP175398.1_40	NZ_CP175398.1_28241-38884	6685	7035	1	NZ_CP175398.1_28241-38884:._14	Anti_CRISPR	2676	1	0.2624	0.1	0.1974	
NZ_CP114456.1_100033-110661:._8	NZ_CP114456.1_104	NZ_CP114456.1_100033-110661	5622	5786	1	NZ_CP114456.1_100033-110661:._11	MazEF	895	3	0.6392	0.3	0.5035	
NZ_CP110051.1_19244-29887:._6	NZ_CP110051.1_29	NZ_CP110051.1_19244-29887	5666	5872	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP098411.1_681568-692217:._5	NZ_CP098411.1_639	NZ_CP098411.1_681568-692217	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP045586.1_253434-264083:._8	NZ_CP045586.1_265	NZ_CP045586.1_253434-264083	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP045587.1_1-9756:._4	NZ_CP045587.1_3	NZ_CP045587.1_1-9756	4762	5046	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP157924.1_35610-46160:._13	NZ_CP157924.1_49	NZ_CP157924.1_35610-46160	9283	9546	-1	none	none	0	0	0.0	0.0	0.0	IPR006340
NZ_CP143585.1_13799-24421:._7	NZ_CP143585.1_20	NZ_CP143585.1_13799-24421	5713	6399	1	NZ_CP143585.1_13799-24421:._8	CBASS	34	3	0.9831	0.3	0.7099	IPR032874
NZ_CP143586.1_43856-54646:._10	NZ_CP143586.1_52	NZ_CP143586.1_43856-54646	5813	6019	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP042108.1_7462-18015:._6	NZ_CP042108.1_17	NZ_CP042108.1_7462-18015	4739	4987	-1	none	none	0	0	0.0	0.0	0.0	IPR001387
NZ_CP040502.1_6603-17186:._7	NZ_CP040502.1_14	NZ_CP040502.1_6603-17186	5603	5776	1	none	none	0	0	0.0	0.0	0.0	IPR001789
NZ_CP197392.1_1629925-1640541:._6	NZ_CP197392.1_1553	NZ_CP197392.1_1629925-1640541	5617	5901	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP118079.1_657500-668101:._10	NZ_CP118079.1_627	NZ_CP118079.1_657500-668101	5618	6310	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR034144
NZ_CP083085.1_56274-66911:._1	NZ_CP083085.1_68	NZ_CP083085.1_56274-66911	3	845	-1	none	none	0	0	0.0	0.0	0.0	IPR003439;IPR013563
NZ_CP176379.1_13444-23763:._9	NZ_CP176379.1_23	NZ_CP176379.1_13444-23763	5416	6096	1	none	none	0	0	0.0	0.0	0.0	IPR032874
NZ_CP095334.1_1-8234:._6	NZ_CP095334.1_4	NZ_CP095334.1_1-8234	3256	3462	1	none	none	0	0	0.0	0.0	0.0	
NC_017568.1_1847444-1858060:._6	NC_017568.1_1757	NC_017568.1_1847444-1858060	2856	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_CP166247.1_353074-363717:._4	NZ_CP166247.1_347	NZ_CP166247.1_353074-363717	4442	4984	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP166247.1_2573929-2584572:._9	NZ_CP166247.1_2316	NZ_CP166247.1_2573929-2584572	5660	6202	1	none	none	0	0	0.0	0.0	0.0	
NZ_JBRFUU010000003.1_145526-156151:._3	NZ_JBRFUU010000003.1_153	NZ_JBRFUU010000003.1_145526-156151	1950	5003	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP028241.1_55254-65621:._8	NZ_CP028241.1_67	NZ_CP028241.1_55254-65621	8573	8830	1	none	none	0	0	0.0	0.0	0.0	IPR002696
NZ_CP028242.1_1-8267:._4	NZ_CP028242.1_3	NZ_CP028242.1_1-8267	3320	3676	1	none	none	0	0	0.0	0.0	0.0	IPR031607
NZ_CP028242.1_8060-18643:._5	NZ_CP028242.1_11	NZ_CP028242.1_8060-18643	2212	2682	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP066714.1_1980986-1991602:._5	NZ_CP066714.1_1966	NZ_CP066714.1_1980986-1991602	4692	5000	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP129543.1_36533-47164:._3	NZ_CP129543.1_44	NZ_CP129543.1_36533-47164	1684	2634	1	none	none	0	0	0.0	0.0	0.0	IPR000358;IPR033909
NZ_CP129543.1_36533-47164:._6	NZ_CP129543.1_47	NZ_CP129543.1_36533-47164	4407	5309	1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_CP129544.1_16856-27214:._9	NZ_CP129544.1_26	NZ_CP129544.1_16856-27214	5408	6271	1	none	none	0	0	0.0	0.0	0.0	IPR003439
NZ_CP129524.1_618035-628684:._8	NZ_CP129524.1_614	NZ_CP129524.1_618035-628684	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
